transcriptid	foldchange.1	foldchange.2	DEstatus.1	DEstatus.2
NM_133853.3	1	1	FALSE	FALSE
XM_006507843.3	1	1.77844488636187	FALSE	TRUE
XM_006511576.3	1	1	FALSE	FALSE
XM_006503962.1	1	1	FALSE	FALSE
XM_006541388.4	1	1.71020235201833	FALSE	TRUE
NM_201608.2	1	1	FALSE	FALSE
NM_033560.3	1	2.25232064643661	FALSE	TRUE
XM_036158696.1	1	1.86583802036439	FALSE	TRUE
XM_036156670.1	1	1.55725962218332	FALSE	TRUE
NM_001426138.1	1	2.36975266869687	FALSE	TRUE
NM_001357221.1	1	1	FALSE	FALSE
XM_036161477.1	1	1	FALSE	FALSE
NM_023579.5	1	1.78956909363532	FALSE	TRUE
NM_001404319.1	1	1.63457055686076	FALSE	TRUE
XM_006504749.3	1	1	FALSE	FALSE
NM_008479.2	1	1	FALSE	FALSE
XM_006531030.3	1	1.85966786726237	FALSE	TRUE
NM_001267872.1	1	1.50224226533151	FALSE	TRUE
NM_008623.5	1	1.80442356024306	FALSE	TRUE
NM_001408600.1	1	1.7743104372367	FALSE	TRUE
NM_001417512.1	1	1	FALSE	FALSE
XM_011248699.4	1	2.5679639278283	FALSE	TRUE
NM_001373896.1	1	1	FALSE	FALSE
NM_026269.2	1	2.45244910976246	FALSE	TRUE
XM_036154483.1	1	1	FALSE	FALSE
XM_036163645.1	1	1.44877495295427	FALSE	TRUE
XM_036164980.1	1	1	FALSE	FALSE
XM_036157061.1	1	1	FALSE	FALSE
XM_006524853.5	1	1	FALSE	FALSE
XM_017319476.1	1	1	FALSE	FALSE
XM_011241822.4	1	2.03706370148391	FALSE	TRUE
NM_001081330.1	1	1	FALSE	FALSE
XM_030255419.2	1	1	FALSE	FALSE
NM_001418855.1	1	1	FALSE	FALSE
NM_001278520.1	1	2.5740505665488	FALSE	TRUE
NM_001414500.1	1	1	FALSE	FALSE
XM_011240074.3	1	1	FALSE	FALSE
NM_001293650.2	1	2.37575158465083	FALSE	TRUE
XM_017316825.3	1	1	FALSE	FALSE
XM_006498037.4	1	1	FALSE	FALSE
NM_027801.1	1	1	FALSE	FALSE
NM_001310525.1	1	1	FALSE	FALSE
XM_006528687.3	1	1	FALSE	FALSE
NM_025701.4	1	2.58277459569877	FALSE	TRUE
NM_001311062.2	1	1	FALSE	FALSE
XM_006496622.5	1	1	FALSE	FALSE
XM_001004121.5	1	1	FALSE	FALSE
NM_001409749.1	1	1	FALSE	FALSE
NM_001076676.2	1	1	FALSE	FALSE
NM_013742.5	1	2.44443021807146	FALSE	TRUE
XM_017318280.1	1	2.31330526486981	FALSE	TRUE
XM_036159283.1	1	1	FALSE	FALSE
XM_036161757.1	1	1	FALSE	FALSE
XM_006514381.5	1	1	FALSE	FALSE
XM_006501500.4	1	1	FALSE	FALSE
XM_030247971.2	1	2.19137681754156	FALSE	TRUE
XM_030242858.2	1	1.72757986134783	FALSE	TRUE
XM_030255639.2	1	1	FALSE	FALSE
NM_030057.3	1	1	FALSE	FALSE
XM_036162799.1	1	2.47322447740729	FALSE	TRUE
NM_008406.3	1	1	FALSE	FALSE
XM_017313480.3	1	1	FALSE	FALSE
NM_001421577.1	1	2.12139292359404	FALSE	TRUE
XM_006501616.2	1	1	FALSE	FALSE
XM_006506420.3	1	2.06119642163074	FALSE	TRUE
NM_001369310.1	1	1	FALSE	FALSE
XM_030243485.2	1	1.70756607021542	FALSE	TRUE
XM_017316201.3	1	1	FALSE	FALSE
NM_001310533.1	1	1	FALSE	FALSE
NM_001404762.1	1	1	FALSE	FALSE
NM_030036.1	1	1	FALSE	FALSE
XM_011244211.4	1	1	FALSE	FALSE
XM_030248001.2	1	1	FALSE	FALSE
XM_006535780.3	1	1	FALSE	FALSE
XM_006514101.5	1	2.51925400509385	FALSE	TRUE
XM_030246809.2	1	1.88969581861622	FALSE	TRUE
NM_016858.2	1	1.84040564028937	FALSE	TRUE
XM_011250532.3	1	1	FALSE	FALSE
XM_036161984.1	1	1	FALSE	FALSE
NM_001255992.1	1	2.2137207178153	FALSE	TRUE
NM_001346650.2	1	1	FALSE	FALSE
NM_010468.2	1	1.62996368895025	FALSE	TRUE
XM_036165024.1	1	1	FALSE	FALSE
XM_030252483.2	1	1	FALSE	FALSE
XM_006516693.1	1	2.04477611043714	FALSE	TRUE
XM_006528142.5	1	1.53950204965607	FALSE	TRUE
XM_006541118.5	1	1	FALSE	FALSE
NM_001379052.1	1	1	FALSE	FALSE
NM_001405948.1	1	1	FALSE	FALSE
NM_001408322.1	1	1	FALSE	FALSE
NM_001081359.3	1	1.41948651775373	FALSE	TRUE
XM_036162336.1	1	1.84807683915029	FALSE	TRUE
XM_011242548.4	1	1.84162098613213	FALSE	TRUE
NM_030185.3	1	1	FALSE	FALSE
XM_006509451.5	1	2.01510068315822	FALSE	TRUE
XM_006516549.5	1	2.19530870418089	FALSE	TRUE
XM_036162593.1	1	1	FALSE	FALSE
NM_029857.3	1	1	FALSE	FALSE
XM_036166279.1	1	1	FALSE	FALSE
NM_001128082.1	1	1	FALSE	FALSE
XM_006497662.3	1	1.63011998079402	FALSE	TRUE
XM_006520592.5	1	1	FALSE	FALSE
NM_001253713.2	1	1	FALSE	FALSE
XM_036164992.1	1	1.84198424559013	FALSE	TRUE
NM_001378982.1	1	1	FALSE	FALSE
NM_026123.4	1	1	FALSE	FALSE
NM_001420106.1	1	1	FALSE	FALSE
NM_001291238.2	1	2.93168415638912	FALSE	TRUE
XM_006530106.4	1	1.76394365017387	FALSE	TRUE
XM_006538703.5	1	1.83643307922155	FALSE	TRUE
XM_036155909.1	1	1	FALSE	FALSE
XM_030249836.2	1	1	FALSE	FALSE
XM_006497087.1	1	1.77414561661658	FALSE	TRUE
XM_017316839.3	1	1.83066197741951	FALSE	TRUE
XM_006507023.4	1	1.84840337235275	FALSE	TRUE
XM_036156631.1	1	1	FALSE	FALSE
XM_036163767.1	1	1	FALSE	FALSE
NM_001420427.1	1	1	FALSE	FALSE
XM_030247729.2	1	1.84968076421404	FALSE	TRUE
NM_001407463.1	1	1.36377373617713	FALSE	TRUE
XM_006516103.2	1	2.46056938887447	FALSE	TRUE
XM_036155306.1	1	1	FALSE	FALSE
XM_006506571.4	1	1	FALSE	FALSE
XM_017315626.2	1	2.48406294115904	FALSE	TRUE
NM_010637.3	1	1	FALSE	FALSE
NM_001360934.1	1	1	FALSE	FALSE
XM_036162606.1	1	1.95863897131064	FALSE	TRUE
NM_027699.3	1	1	FALSE	FALSE
XM_006537917.5	1	2.27604190180508	FALSE	TRUE
XM_017321783.1	1	1	FALSE	FALSE
NM_001409165.1	1	1	FALSE	FALSE
XM_011241252.1	1	1	FALSE	FALSE
XM_030245403.2	1	1	FALSE	FALSE
NM_025334.3	1	1	FALSE	FALSE
NM_025557.1	1	1	FALSE	FALSE
XM_006500824.4	1	1	FALSE	FALSE
XM_006518357.5	1	2.16959132233564	FALSE	TRUE
XM_030251286.1	1	1.90326811311313	FALSE	TRUE
XM_006528400.5	1	2.66104300808527	FALSE	TRUE
XM_006521958.2	1	1	FALSE	FALSE
NM_001304551.1	1	1	FALSE	FALSE
XM_036158109.1	1	1	FALSE	FALSE
NM_029463.2	1	1.70798546535286	FALSE	TRUE
NM_001404842.1	1	1	FALSE	FALSE
NM_001420209.1	1	1.59133725467857	FALSE	TRUE
XM_017313981.3	1	1	FALSE	FALSE
NM_001252483.2	1	1	FALSE	FALSE
XM_030252216.2	1	2.27061385261162	FALSE	TRUE
NM_001110205.1	1	2.03548786868735	FALSE	TRUE
XM_036153032.1	1	1	FALSE	FALSE
NM_001362015.1	1	2.05379293756057	FALSE	TRUE
NM_001291148.1	1	1	FALSE	FALSE
NM_053221.2	1	1	FALSE	FALSE
NM_198424.3	1	2.33477834640811	FALSE	TRUE
XM_036156914.1	1	1	FALSE	FALSE
NM_001039365.3	1	2.07077028099152	FALSE	TRUE
XM_036165780.1	1	1.56924127370211	FALSE	TRUE
NM_001040085.2	1	1.97368332272929	FALSE	TRUE
XM_006497727.4	1	1	FALSE	FALSE
XM_011249101.2	1	1	FALSE	FALSE
XM_030248265.2	1	1	FALSE	FALSE
XM_036154702.1	1	1.8249433027533	FALSE	TRUE
XM_036160451.1	1	1.79979009606074	FALSE	TRUE
NM_172267.4	1	1	FALSE	FALSE
NM_001042499.1	1	1	FALSE	FALSE
XM_030254793.1	1	1	FALSE	FALSE
XM_006496212.4	1	1	FALSE	FALSE
NM_001408301.1	1	1.68071961992418	FALSE	TRUE
XM_006521425.2	1	1	FALSE	FALSE
XM_030251879.2	1	1	FALSE	FALSE
XM_036164332.1	1	1	FALSE	FALSE
XM_036158417.1	1	1	FALSE	FALSE
XM_011242140.4	1	1.80416150322552	FALSE	TRUE
NM_001320076.1	1	1	FALSE	FALSE
NM_177612.3	1	1	FALSE	FALSE
XM_006513989.4	1	1	FALSE	FALSE
XM_006521405.3	1	1	FALSE	FALSE
XM_030254523.2	1	2.71328832679407	FALSE	TRUE
XM_006503789.3	1	1	FALSE	FALSE
XM_006531138.5	1	1	FALSE	FALSE
NM_011865.4	1	1	FALSE	FALSE
XM_036159514.1	1	1.5536443265268	FALSE	TRUE
NM_026756.2	1	2.35187032299137	FALSE	TRUE
XM_036163334.1	1	1	FALSE	FALSE
XM_036163178.1	1	1	FALSE	FALSE
XM_006501052.5	1	1.98277303950419	FALSE	TRUE
NM_175206.4	1	1	FALSE	FALSE
NM_001112700.2	1	1.50197598841242	FALSE	TRUE
NM_001134386.2	1	1	FALSE	FALSE
NM_021876.3	1	1	FALSE	FALSE
NM_172372.3	1	1	FALSE	FALSE
NM_001357646.1	1	1.99061604304911	FALSE	TRUE
XM_030244292.2	1	1	FALSE	FALSE
XM_036158547.1	1	2.79502584486052	FALSE	TRUE
XM_030246305.2	1	1.66237906327389	FALSE	TRUE
NM_001347113.1	1	1	FALSE	FALSE
NM_001083322.2	1	2.56027132743519	FALSE	TRUE
NM_001122678.2	1	1.98227052733473	FALSE	TRUE
NM_025687.3	1	1	FALSE	FALSE
XM_006523325.4	1	1	FALSE	FALSE
NM_008732.2	1	1	FALSE	FALSE
XM_017313263.3	1	2.56612542161364	FALSE	TRUE
NM_001382481.1	1	2.0573403838673	FALSE	TRUE
NM_001404290.1	1	2.65953472819305	FALSE	TRUE
XM_017321576.2	1	1.78283144353379	FALSE	TRUE
XM_030254573.1	1	1	FALSE	FALSE
NM_001079931.2	1	2.42548944475274	FALSE	TRUE
XM_036152865.1	1	1	FALSE	FALSE
XM_006525515.3	1	1	FALSE	FALSE
XM_006501073.2	1	1	FALSE	FALSE
NM_001384171.2	1	1.23204700559405	FALSE	TRUE
NM_001242383.2	1	1	FALSE	FALSE
NM_001134385.2	1	3.00924111588505	FALSE	TRUE
XM_006538899.5	1	2.08646435017588	FALSE	TRUE
XM_011250274.2	1	1	FALSE	FALSE
NM_001303003.1	1	1	FALSE	FALSE
XM_006511361.5	1	1.81456740895012	FALSE	TRUE
XM_011248408.3	1	1	FALSE	FALSE
NM_001418953.1	1	1	FALSE	FALSE
NM_175194.3	1	1	FALSE	FALSE
NM_153596.3	1	2.76537938046275	FALSE	TRUE
XM_036163427.1	1	1.3976070267613	FALSE	TRUE
XM_006503063.3	1	1	FALSE	FALSE
XM_017312551.3	1	1	FALSE	FALSE
NM_008841.3	1	1	FALSE	FALSE
XM_006500820.4	1	1	FALSE	FALSE
NM_001362937.1	1	1	FALSE	FALSE
NM_001291033.1	1	1	FALSE	FALSE
XM_036155880.1	1	1	FALSE	FALSE
XM_006524565.5	1	1	FALSE	FALSE
XM_006503361.4	1	1	FALSE	FALSE
XM_036160154.1	1	1	FALSE	FALSE
NM_001361227.1	1	1	FALSE	FALSE
XM_011242149.4	1	1.92824150826064	FALSE	TRUE
XM_006495970.5	1	1	FALSE	FALSE
XM_011243480.4	1	1	FALSE	FALSE
NM_001411218.1	1	1	FALSE	FALSE
XM_006501808.2	1	1	FALSE	FALSE
NM_028880.4	1	1.68049551148397	FALSE	TRUE
XM_011239099.1	1	2.00089183222196	FALSE	TRUE
NM_001420338.1	1	1.8565988303881	FALSE	TRUE
NM_001425734.1	1	1.51807994258483	FALSE	TRUE
XM_006531755.4	1	1	FALSE	FALSE
NM_030243.5	1	1	FALSE	FALSE
XM_006523373.4	1	1	FALSE	FALSE
NM_001302261.2	1	1.60745287879276	FALSE	TRUE
XM_030246490.1	1	1	FALSE	FALSE
NM_031998.3	1	1	FALSE	FALSE
XM_006535500.5	1	2.48667287782495	FALSE	TRUE
XM_030247211.2	1	2.20282750458206	FALSE	TRUE
XM_030253445.2	1	1	FALSE	FALSE
XM_036165561.1	1	2.86294885351764	FALSE	TRUE
XM_011246415.3	1	1.65632426626466	FALSE	TRUE
NM_001357107.1	1	1	FALSE	FALSE
NM_178623.3	1	1	FALSE	FALSE
NM_001403038.1	1	1	FALSE	FALSE
NM_001409932.1	1	1	FALSE	FALSE
NM_001130191.2	1	1.2914550820299	FALSE	TRUE
XM_006503100.5	1	1	FALSE	FALSE
XM_030246434.1	1	1.23447151311866	FALSE	TRUE
XM_030246386.1	1	1	FALSE	FALSE
NM_177296.5	1	1	FALSE	FALSE
XM_030242539.2	1	1	FALSE	FALSE
NM_001363178.1	1	1.45612731807195	FALSE	TRUE
XM_036152414.1	1	1.91609432114959	FALSE	TRUE
NM_001109975.1	1	1	FALSE	FALSE
NM_008667.4	1	1	FALSE	FALSE
NM_001406161.1	1	1	FALSE	FALSE
NM_001310730.1	1	2.55529985035185	FALSE	TRUE
NM_028122.4	1	1	FALSE	FALSE
NM_199475.1	1	1	FALSE	FALSE
XM_017316274.1	1	1	FALSE	FALSE
XM_006529217.5	1	1	FALSE	FALSE
NM_001045550.2	1	1	FALSE	FALSE
NM_001411740.1	1	1	FALSE	FALSE
NM_001081241.2	1	1	FALSE	FALSE
NM_001404438.1	1	1	FALSE	FALSE
XM_006533045.4	1	2.26916401687202	FALSE	TRUE
XM_036156112.1	1	1	FALSE	FALSE
NM_001364622.1	1	1	FALSE	FALSE
NM_009850.2	1	1	FALSE	FALSE
NM_001359405.1	1	1	FALSE	FALSE
XM_036153909.1	1	1	FALSE	FALSE
NM_011905.3	1	1.75586629904263	FALSE	TRUE
XM_011243636.4	1	1	FALSE	FALSE
NM_021557.6	1	1.47904969156224	FALSE	TRUE
NM_001291004.1	1	1	FALSE	FALSE
XM_036158197.1	1	1	FALSE	FALSE
NM_001411435.1	1	1.93433311808102	FALSE	TRUE
NM_001360119.2	1	1	FALSE	FALSE
XM_017314473.3	1	1.92294364134018	FALSE	TRUE
XM_030247410.2	1	1	FALSE	FALSE
XM_036160400.1	1	3.01290403235005	FALSE	TRUE
XM_036165919.1	1	1	FALSE	FALSE
XM_006529325.5	1	1	FALSE	FALSE
NM_001293782.1	1	1	FALSE	FALSE
XM_006529721.5	1	1	FALSE	FALSE
NM_011207.2	1	1	FALSE	FALSE
NM_001368876.1	1	1	FALSE	FALSE
XM_006529729.5	1	1	FALSE	FALSE
XM_030250493.2	1	1	FALSE	FALSE
XM_011239574.1	1	1	FALSE	FALSE
XM_036155879.1	1	1	FALSE	FALSE
XM_017312653.2	1	1	FALSE	FALSE
XM_036155043.1	1	3.01394501981375	FALSE	TRUE
NM_001406366.1	1	1	FALSE	FALSE
NM_009397.3	1	1	FALSE	FALSE
XM_036158527.1	1	2.15860730329416	FALSE	TRUE
XM_036164850.1	1	1	FALSE	FALSE
XM_036157993.1	1	1	FALSE	FALSE
NM_001414443.1	1	1	FALSE	FALSE
NM_001419213.1	1	1	FALSE	FALSE
XM_006516102.4	1	1	FALSE	FALSE
NM_001177416.1	1	1	FALSE	FALSE
NM_001418484.1	1	1	FALSE	FALSE
NM_001388455.1	1	1.85709736439533	FALSE	TRUE
XM_006539271.1	1	1	FALSE	FALSE
XM_030247898.2	1	2.27271214275905	FALSE	TRUE
NM_001252524.3	1	1	FALSE	FALSE
XM_006504138.5	1	1.73772572956442	FALSE	TRUE
NM_001328047.2	1	1	FALSE	FALSE
NM_001421218.1	1	1.68216575828622	FALSE	TRUE
XM_036154350.1	1	1	FALSE	FALSE
XM_036157634.1	1	1.84764904388075	FALSE	TRUE
NM_010135.4	1	1	FALSE	FALSE
XM_036159089.1	1	1	FALSE	FALSE
XM_006500637.3	1	1	FALSE	FALSE
XM_036159196.1	1	2.66689920067469	FALSE	TRUE
XM_017320272.1	1	2.41117182003347	FALSE	TRUE
NM_010904.3	1	1.98889616478317	FALSE	TRUE
XM_036153692.1	1	2.84430871604403	FALSE	TRUE
NM_001033209.3	1	2.14450977225049	FALSE	TRUE
XM_006513385.4	1	1	FALSE	FALSE
NM_001410592.1	1	1	FALSE	FALSE
XM_011250477.3	1	1	FALSE	FALSE
NM_001033335.3	1	1	FALSE	FALSE
XM_006535419.4	1	2.11210191957987	FALSE	TRUE
XM_036153129.1	1	1.89880637835471	FALSE	TRUE
NM_146492.2	1	1	FALSE	FALSE
NM_001040399.3	1	1	FALSE	FALSE
NM_001393668.1	1	1	FALSE	FALSE
NM_001425474.1	1	2.38959408806539	FALSE	TRUE
XM_030245007.2	1	2.4020327515762	FALSE	TRUE
NM_057171.3	1	1	FALSE	FALSE
XM_011243373.1	1	1	FALSE	FALSE
NM_175353.2	1	1.73284767484855	FALSE	TRUE
NM_001364428.1	1	1.8999826106942	FALSE	TRUE
XM_017319726.3	1	1.91411755352843	FALSE	TRUE
XM_011239323.3	1	1	FALSE	FALSE
XM_036162760.1	1	2.32342094862805	FALSE	TRUE
XM_011243363.2	1	1	FALSE	FALSE
NM_028411.4	1	1	FALSE	FALSE
NM_001122675.1	1	1.84382995582566	FALSE	TRUE
NM_001403769.1	1	1	FALSE	FALSE
XM_011249837.4	1	1	FALSE	FALSE
XM_017318960.2	1	1	FALSE	FALSE
NM_001408650.1	1	2.27714092129877	FALSE	TRUE
NM_016920.5	1	1	FALSE	FALSE
NM_001289915.2	1	2.13331848052096	FALSE	TRUE
XM_036155566.1	1	1.88427950641509	FALSE	TRUE
NM_001347421.1	1	2.91143886841584	FALSE	TRUE
NM_001416207.1	1	2.06888428275346	FALSE	TRUE
NM_001168229.1	1	1	FALSE	FALSE
NM_010737.3	1	1	FALSE	FALSE
XM_036163380.1	1	2.00148383624685	FALSE	TRUE
NM_026779.1	1	1	FALSE	FALSE
XM_011250356.3	1	2.81129173123419	FALSE	TRUE
NM_025668.4	1	1	FALSE	FALSE
XM_006532702.5	1	1	FALSE	FALSE
XM_036160188.1	1	1.74420057054032	FALSE	TRUE
XM_011245109.4	1	1	FALSE	FALSE
XM_006534210.5	1	1	FALSE	FALSE
XM_011239248.2	1	1.67858491107476	FALSE	TRUE
NM_001405650.1	1	1	FALSE	FALSE
NM_007682.4	1	1	FALSE	FALSE
NM_001285780.2	1	1.49178943585865	FALSE	TRUE
XM_017315813.3	1	1	FALSE	FALSE
XM_006498417.5	1	2.57913903830229	FALSE	TRUE
XM_006510909.5	1	1.9409635807308	FALSE	TRUE
NM_001411621.1	1	1	FALSE	FALSE
XM_006537780.1	1	2.56117044548284	FALSE	TRUE
NM_172844.2	1	1	FALSE	FALSE
NM_001372381.1	1	1	FALSE	FALSE
XM_017319957.2	1	1	FALSE	FALSE
XM_006527348.4	1	1	FALSE	FALSE
XM_006515900.5	1	1.98389345528207	FALSE	TRUE
XM_011250774.1	1	1.63984887472734	FALSE	TRUE
NM_001408155.1	1	1	FALSE	FALSE
XM_017313903.2	1	1	FALSE	FALSE
XM_006506023.4	1	1	FALSE	FALSE
XM_006527578.3	1	1.6114069693091	FALSE	TRUE
NM_001042630.2	1	1	FALSE	FALSE
XM_030254686.2	1	1	FALSE	FALSE
XM_036164329.1	1	1	FALSE	FALSE
XM_036152997.1	1	1	FALSE	FALSE
XM_017318116.3	1	2.49197360410177	FALSE	TRUE
NM_026913.3	1	1	FALSE	FALSE
XM_006518366.3	1	1	FALSE	FALSE
XM_036161583.1	1	1	FALSE	FALSE
NM_029536.3	1	1	FALSE	FALSE
XM_030248000.2	1	1	FALSE	FALSE
XM_036153295.1	1	1	FALSE	FALSE
NM_011792.7	1	1	FALSE	FALSE
NM_026669.4	1	1	FALSE	FALSE
XM_036153585.1	1	1.69430764965573	FALSE	TRUE
XM_006501978.5	1	1	FALSE	FALSE
XM_017314285.1	1	1	FALSE	FALSE
NM_001419593.1	1	1.69708642238186	FALSE	TRUE
NM_001361980.1	1	1	FALSE	FALSE
XM_030252428.2	1	1.52193889769165	FALSE	TRUE
NM_001372423.1	1	1	FALSE	FALSE
NM_146126.4	1	1.63177882367438	FALSE	TRUE
NM_001371005.1	1	2.46578164410057	FALSE	TRUE
NM_001403755.1	1	1	FALSE	FALSE
XM_006501757.4	1	1	FALSE	FALSE
XM_006497824.4	1	1	FALSE	FALSE
XM_006498375.4	1	1.97223430596868	FALSE	TRUE
NM_001408613.1	1	2.83811966844545	FALSE	TRUE
NM_021512.3	1	1.85493898632163	FALSE	TRUE
XM_036154054.1	1	1	FALSE	FALSE
NM_001418872.1	1	1	FALSE	FALSE
XM_006502711.5	1	1	FALSE	FALSE
NM_001359996.1	1	1	FALSE	FALSE
XM_030251954.2	1	1	FALSE	FALSE
NM_001403867.1	1	1	FALSE	FALSE
XM_006540063.2	1	1	FALSE	FALSE
NM_001372523.1	1	1	FALSE	FALSE
NM_001410544.1	1	1	FALSE	FALSE
XM_036152364.1	1	1	FALSE	FALSE
XM_006526646.5	1	2.31490464853785	FALSE	TRUE
NM_001375886.1	1	2.18258464463189	FALSE	TRUE
NM_025337.3	1	1	FALSE	FALSE
XM_036163385.1	1	1.9929866275258	FALSE	TRUE
XM_030251847.2	1	1.67829732615363	FALSE	TRUE
XM_006502636.5	1	1	FALSE	FALSE
XM_017315937.3	1	1	FALSE	FALSE
NM_025681.2	1	1	FALSE	FALSE
XM_006533413.2	1	1	FALSE	FALSE
NM_001347134.1	1	1	FALSE	FALSE
XM_006529373.4	1	2.3485217143456	FALSE	TRUE
XM_006514377.5	1	1	FALSE	FALSE
NM_023479.3	1	1	FALSE	FALSE
NM_001424842.1	1	1	FALSE	FALSE
NM_001426291.1	1	1	FALSE	FALSE
XM_030246284.2	1	1	FALSE	FALSE
XM_006535694.4	1	1	FALSE	FALSE
NM_001112723.1	1	1	FALSE	FALSE
NM_001422241.1	1	2.40699270167576	FALSE	TRUE
XM_006536170.1	1	1	FALSE	FALSE
XM_006513933.4	1	1	FALSE	FALSE
XM_036159057.1	1	1	FALSE	FALSE
XM_006503873.5	1	1	FALSE	FALSE
NM_001142580.1	1	1.82811504670616	FALSE	TRUE
NM_013684.3	1	1	FALSE	FALSE
XM_006506062.3	1	1	FALSE	FALSE
XM_006513370.4	1	1	FALSE	FALSE
XM_006495782.5	1	1	FALSE	FALSE
NM_001167891.3	1	1	FALSE	FALSE
NM_001079686.2	1	1	FALSE	FALSE
NM_001410018.1	1	1	FALSE	FALSE
NM_134150.2	1	1	FALSE	FALSE
XM_011244430.3	1	1	FALSE	FALSE
NM_001305157.1	1	1	FALSE	FALSE
XM_036154986.1	1	1	FALSE	FALSE
NM_029367.1	1	2.25276034906592	FALSE	TRUE
XM_036159689.1	1	1.53848749487554	FALSE	TRUE
XM_011250184.3	1	1	FALSE	FALSE
XM_006503791.4	1	1.64917158288508	FALSE	TRUE
NM_001005510.2	1	1	FALSE	FALSE
NM_027069.3	1	1	FALSE	FALSE
NM_001412618.1	1	1.95982513508927	FALSE	TRUE
XM_011246932.4	1	1	FALSE	FALSE
NM_175551.5	1	2.08240108718429	FALSE	TRUE
NM_001412029.1	1	1.93437324244425	FALSE	TRUE
XM_006514289.1	1	1	FALSE	FALSE
NM_001368345.1	1	1	FALSE	FALSE
NM_172268.3	1	1	FALSE	FALSE
NM_175392.3	1	2.90647875841003	FALSE	TRUE
NM_001364946.1	1	1	FALSE	FALSE
XM_006504120.3	1	1	FALSE	FALSE
NM_001411546.1	1	1.94824196771513	FALSE	TRUE
XM_006504480.3	1	1	FALSE	FALSE
XM_006531124.4	1	1	FALSE	FALSE
XM_006507331.3	1	1.91901800771678	FALSE	TRUE
NM_001289560.2	1	2.0250483589191	FALSE	TRUE
XM_006515658.4	1	1	FALSE	FALSE
NM_007662.2	1	1.70141120973482	FALSE	TRUE
NM_001355764.1	1	1	FALSE	FALSE
XM_006516149.5	1	1	FALSE	FALSE
NM_198862.2	1	1	FALSE	FALSE
XM_006515084.5	1	1	FALSE	FALSE
XM_030254697.2	1	1	FALSE	FALSE
XM_017318396.3	1	1	FALSE	FALSE
XM_006510109.5	1	2.86696293198394	FALSE	TRUE
XM_036159321.1	1	1	FALSE	FALSE
XM_036164939.1	1	1	FALSE	FALSE
NM_001403288.1	1	1	FALSE	FALSE
NM_001162846.1	1	1	FALSE	FALSE
NM_025471.3	1	1	FALSE	FALSE
XM_006523983.4	1	2.17708716139351	FALSE	TRUE
XM_011243660.3	1	2.29097148048632	FALSE	TRUE
NM_001364645.1	1	1.57987622233037	FALSE	TRUE
NM_001361531.1	1	1	FALSE	FALSE
NM_023348.4	1	1	FALSE	FALSE
NM_028325.4	1	2.25522217099018	FALSE	TRUE
NM_173053.2	1	2.10751214199395	FALSE	TRUE
NM_001039520.2	1	1	FALSE	FALSE
NM_001416290.1	1	1	FALSE	FALSE
XM_006531039.3	1	1	FALSE	FALSE
XM_006516559.4	1	1.84996158920474	FALSE	TRUE
NM_001408944.1	1	1.8235015680923	FALSE	TRUE
XM_006509315.4	1	2.05278993384046	FALSE	TRUE
NM_001374175.1	1	1.68823502050572	FALSE	TRUE
XM_030247848.2	1	1	FALSE	FALSE
NM_175666.3	1	1	FALSE	FALSE
NM_001356426.1	1	1.98725978344219	FALSE	TRUE
NM_001362130.1	1	1	FALSE	FALSE
XM_006503483.5	1	1	FALSE	FALSE
NM_026591.3	1	1	FALSE	FALSE
NM_001252480.1	1	2.28983231029058	FALSE	TRUE
XM_006500100.4	1	2.18690310442009	FALSE	TRUE
XM_017315376.3	1	1	FALSE	FALSE
XM_011243406.3	1	1	FALSE	FALSE
XM_036158144.1	1	1	FALSE	FALSE
NM_001422232.1	1	1.91942764567777	FALSE	TRUE
XM_011251026.1	1	1	FALSE	FALSE
XM_011247030.4	1	1	FALSE	FALSE
XM_030247414.1	1	1	FALSE	FALSE
XM_036155232.1	1	1	FALSE	FALSE
XM_006521761.4	1	1	FALSE	FALSE
NM_001281491.2	1	2.18025402009619	FALSE	TRUE
XM_006524316.5	1	1	FALSE	FALSE
NM_011345.3	1	1	FALSE	FALSE
XM_036164590.1	1	2.60943435602601	FALSE	TRUE
NM_025900.2	1	1	FALSE	FALSE
XM_006521487.4	1	1	FALSE	FALSE
XM_011238731.3	1	1	FALSE	FALSE
XM_006518024.5	1	1.85321571299439	FALSE	TRUE
XM_036159526.1	1	1	FALSE	FALSE
XM_030253743.2	1	1.57609113947619	FALSE	TRUE
NM_001361994.2	1	1	FALSE	FALSE
NM_001205243.1	1	1	FALSE	FALSE
XM_036162334.1	1	1	FALSE	FALSE
XM_036153716.1	1	1	FALSE	FALSE
XM_006515764.2	1	1	FALSE	FALSE
NM_001413442.1	1	1	FALSE	FALSE
NM_001357909.1	1	1	FALSE	FALSE
XM_006497688.3	1	1	FALSE	FALSE
XM_006506767.5	1	1	FALSE	FALSE
NM_001409822.1	1	1.71693946378087	FALSE	TRUE
XM_011246618.3	1	1	FALSE	FALSE
NM_001407515.1	1	1	FALSE	FALSE
NM_001373928.1	1	1	FALSE	FALSE
NM_001405986.1	1	1.99885396010582	FALSE	TRUE
XM_036154370.1	1	2.1796096896818	FALSE	TRUE
XM_036153328.1	1	1	FALSE	FALSE
NM_001374194.1	1	1	FALSE	FALSE
NM_001308647.2	1	1	FALSE	FALSE
XM_036154312.1	1	1	FALSE	FALSE
